SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description
DCS-01,IN,JIXF-5401,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JIXF-5401,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JIXF-5401,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JIXF-5401,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JIXF-5401,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JIXF-5401,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JIXF-5401,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JIXF-6004,JUNCTION BOX,B,Touch up JB(JNFF 6001/4)
DCS-01,IN,JIXF-6004,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JIXF-6004,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JIXF-6004,JUNCTION BOX,A,tightening bolts and nuts shall be done.
DCS-01,IN,JIXF-6004,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7)
DCS-01,IN,JIXF-6004,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JIXF-6004,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAF-5001,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNAF-5001,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNAF-5001,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAF-5001,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAF-5001,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNAF-5001,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAF-5001,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNAF-5001,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNAF-5001,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNAS-0001,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0001,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7)
DCS-01,IN,JNAS-0001,JUNCTION BOX,A,tightening bolts and nuts shall be done.
DCS-01,IN,JNAS-0001,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNAS-0001,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0001,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4
DCS-01,IN,JNAS-0001,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0002,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0002,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4
DCS-01,IN,JNAS-0002,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNAS-0002,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0002,JUNCTION BOX,A,tightening bolts and nuts shall be done.
DCS-01,IN,JNAS-0002,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7)
DCS-01,IN,JNAS-0002,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0003,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNAS-0003,JUNCTION BOX,A,JB Door Pin should be installe.(JIDX-F2001-02)
DCS-01,IN,JNAS-0003,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0003,JUNCTION BOX,B,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNAS-0003,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNAS-0003,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNAS-0004,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0004,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7)
DCS-01,IN,JNAS-0004,JUNCTION BOX,A,tightening bolts and nuts shall be done.
DCS-01,IN,JNAS-0004,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0004,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNAS-0004,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4
DCS-01,IN,JNAS-0004,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0005,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNAS-0005,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0005,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNAS-0005,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0005,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNAS-0005,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0005,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNAS-0005,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNAS-0005,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNAS-0006,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNAS-0006,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0006,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNAS-0006,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNAS-0006,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0006,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0006,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNAS-0006,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNAS-0006,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNAS-0013,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNAS-0013,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNAS-0013,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0013,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0013,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNAS-0013,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0014,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNAS-0014,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0014,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0014,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNAS-0014,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNAS-0014,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0015,JUNCTION BOX,B,Filling of additional support holes should be done.
DCS-01,IN,JNAS-0015,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNAS-0015,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNAS-0015,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNAS-0015,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0016,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNAS-0016,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNAS-0016,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNAS-0016,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNAS-0016,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNAS-0016,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDF-5002,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDF-5002,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNDF-5002,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNDF-5002,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDF-5002,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNDF-5002,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNDF-5002,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNDF-5002,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNDF-5002,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDF-7101,JUNCTION BOX,B,Painting JB shall be done.
DCS-01,IN,JNDF-7101,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDF-7101,JUNCTION BOX,C,JB SHALL BE SEALED.
DCS-01,IN,JNDF-7101,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNDF-7101,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDF-7101,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNDF-7101,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-0002,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-0002,JUNCTION BOX,B,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNDS-0002,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNDS-0002,JUNCTION BOX,A,JB Door Pin should be installe.(JIDX-F2001-02)
DCS-01,IN,JNDS-0002,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNDS-0002,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNDS-0003,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDS-0003,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-0003,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNDS-0003,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNDS-0003,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNDS-0003,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNDS-0003,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNDS-0003,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDS-0003,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNDS-0009,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-0009,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNDS-0009,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDS-0009,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNDS-0009,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDS-0009,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNDS-0014,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDS-0014,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNDS-0014,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDS-0014,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-0014,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNDS-0014,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNDS-0015,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-0015,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDS-0015,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNDS-0015,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDS-0015,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNDS-0015,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNDS-0015,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNDS-0015,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNDS-0015,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNDS-9002,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDS-9002,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNDS-9002,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNDS-9002,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-9002,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNDS-9002,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNDS-9002,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNDS-9002,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNDS-9002,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDS-9004,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNDS-9004,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNDS-9004,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNDS-9004,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNDS-9004,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNDS-9004,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNDS-9004,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDS-9004,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNDS-9004,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNDS-9012,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNDS-9012,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNDS-9012,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNDS-9012,JUNCTION BOX,B,Filling of additional support holes should be done.
DCS-01,IN,JNDS-9012,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001,JUNCTION BOX,C,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2001,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2001,JUNCTION BOX,B,Preservation  SHALL BE INSTALLED.
DCS-01,IN,JNFF-2001,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2001_1,JUNCTION BOX,B,Preservation  SHALL BE INSTALLED.
DCS-01,IN,JNFF-2001_1,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001_1,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001_1,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2001_1,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2001_1,JUNCTION BOX,C,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2001_2,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2001_2,JUNCTION BOX,C,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2001_2,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001_2,JUNCTION BOX,B,Preservation  SHALL BE INSTALLED.
DCS-01,IN,JNFF-2001_2,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001_2,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2001_3,JUNCTION BOX,C,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2001_3,JUNCTION BOX,B,Preservation  SHALL BE INSTALLED.
DCS-01,IN,JNFF-2001_3,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2001_3,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001_3,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2001_3,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001_4,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001_4,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001_4,JUNCTION BOX,B,Preservation  SHALL BE INSTALLED.
DCS-01,IN,JNFF-2001_4,JUNCTION BOX,C,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2001_4,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2001_4,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2001_5,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001_5,JUNCTION BOX,C,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2001_5,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2001_5,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2001_5,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001_5,JUNCTION BOX,B,Preservation  SHALL BE INSTALLED.
DCS-01,IN,JNFF-2001_7,JUNCTION BOX,A,Earth OF JB Shall BE DONE.
DCS-01,IN,JNFF-2001_7,JUNCTION BOX,B,WIRRING DIAGRAM PUT IN DOOR OF JB
DCS-01,IN,JNFF-2001_7,JUNCTION BOX,C,Pereservation تجهیز انجام شود
DCS-01,IN,JNFF-2001_7,JUNCTION BOX,B,FULL BOLT OF JB SHALL BE DONE.
DCS-01,IN,JNFF-2001_7,JUNCTION BOX,A,JB INSTALL IS NOT ACCORDING TO DETAIL.
DCS-01,IN,JNFF-2001_7,JUNCTION BOX,B,  S.S CAP NEED TO INSTALL FOR JB
DCS-01,IN,JNFF-2001_8,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2001_8,JUNCTION BOX,B,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNFF-2001_8,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2001_8,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2001_8,JUNCTION BOX,A,JB Door Pin should be installe.(JIDX-F2001-02)
DCS-01,IN,JNFF-2001_8,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001_9,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNFF-2001_9,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-2001_9,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNFF-2001_9,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2001_9,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNFF-2001_9,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-2002,JUNCTION BOX,B,TOUCH UP JB JNFF 6001/4
DCS-01,IN,JNFF-2002,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNFF-2002,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-2002,JUNCTION BOX,A,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2002,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7)
DCS-01,IN,JNFF-2002,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-2002,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2003,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2003,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-2003,JUNCTION BOX,A,Name Plate should be install.(JNFF-7001-7)
DCS-01,IN,JNFF-2003,JUNCTION BOX,A,tightening bolts and nuts shall be done.
DCS-01,IN,JNFF-2003,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-2003,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNFF-2003,JUNCTION BOX,B,Touch up JB(JNFF 6001/4)
DCS-01,IN,JNFF-2003_1,JUNCTION BOX,B,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNFF-2003_1,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2003_1,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2003_1,JUNCTION BOX,A,JB Door Pin should be installe.(JIDX-F2001-02)
DCS-01,IN,JNFF-2003_1,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2003_1,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2003_2,JUNCTION BOX,B,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNFF-2003_2,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-2003_2,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-2003_2,JUNCTION BOX,A,JB Door Pin should be installe.(JIDX-F2001-02)
DCS-01,IN,JNFF-2003_2,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2003_2,JUNCTION BOX,B,cleaning  JB shall be done.
DCS-01,IN,JNFF-2003_3,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNFF-2003_3,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-2003_3,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-2003_3,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-2003_3,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNFF-2003_3,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNFF-3001,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNFF-3001,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-3001,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNFF-3001,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNFF-3001,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-3001,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-3001_2,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNFF-3001_2,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-3001_2,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-3001_2,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNFF-3001_2,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNFF-3001_2,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-3001_3,JUNCTION BOX,B,Touch up support and JB shall be done.
DCS-01,IN,JNFF-3001_3,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-3001_3,JUNCTION BOX,A,wirring number should be install.
DCS-01,IN,JNFF-3001_3,JUNCTION BOX,A,Grounding installed and connected.
DCS-01,IN,JNFF-3001_3,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-3001_3,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-3001_4,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNFF-3001_4,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-3001_4,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-3001_4,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-3001_4,JUNCTION BOX,B,Filling of additional support holes should be done.
DCS-01,IN,JNFF-3001_6,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-3001_6,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-3001_6,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNFF-3001_6,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-3001_6,JUNCTION BOX,B,Filling of additional support holes should be done.
DCS-01,IN,JNFF-3001_7,JUNCTION BOX,C,JB SHALL BE SEALED.
DCS-01,IN,JNFF-3001_7,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-3001_7,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-3001_7,JUNCTION BOX,B,Painting JB shall be done.
DCS-01,IN,JNFF-3001_7,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-3001_7,JUNCTION BOX,C,cleaning  JB shall be done.
DCS-01,IN,JNFF-3001_7,JUNCTION BOX,A,Earth jb Shall Be Installed and connected to the ground.
DCS-01,IN,JNFF-5001_1,JUNCTION BOX,A,JB INSTALL IS NOT ACCORDING TO DETAIL.
DCS-01,IN,JNFF-5001_1,JUNCTION BOX,B,FULL BOLT OF JB SHALL BE DONE.
DCS-01,IN,JNFF-5001_1,JUNCTION BOX,C,Pereservation تجهیز انجام شود
DCS-01,IN,JNFF-5001_1,JUNCTION BOX,B,  S.S CAP NEED TO INSTALL FOR JB
DCS-01,IN,JNFF-5001_1,JUNCTION BOX,A,Earth OF JB Shall BE DONE.
DCS-01,IN,JNFF-5001_1,JUNCTION BOX,B,WIRRING DIAGRAM PUT IN DOOR OF JB
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-5001_6,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,C,Preservation JB SHALL BE INSTALLED.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,C,Filling of additional support holes should be done.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,A,Termination shall be done.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNFF-5001_7,JUNCTION BOX,A,Earth JB Shall Be Installed.
DCS-01,IN,JNFF-5001_8,JUNCTION BOX,A,Earthing /Bounding shall be done.
DCS-01,IN,JNFF-5001_8,JUNCTION BOX,B,Touch up support shall be done.
DCS-01,IN,JNFF-5001_8,JUNCTION BOX,C,cleaning all of JB.
DCS-01,IN,JNFF-5001_8,JUNCTION BOX,B,Touch up JB shall be done.
DCS-01,IN,JNFF-5001_8,JUNCTION BOX,A,Terminal numbering is not complete.
DCS-01,IN,JNFF-5001_8,JUNCTION BOX,A,Termination shall be done.
